0,200,200,0,NaN,0,24.902,37.767,25.859,27.347,0,NaN,103.16,103.48,111.77,101.99,78.171,61.266,44.36,33.514,32.77,NaN,200,200,72.323,59.352,60.415,74.875,67.751,81.255,129,144.09,160.68,172.16,190.56,181.73,193,189.07,174.61
0,0,200,200,NaN,180.9,170.47,157.65,131.73,109.49,91.598,NaN,200,175.64,152.48,139.38,141.87,155.9,163.37,177.67,200,NaN,200,0,0,10.694,18.812,30.343,47.963,53.59,66.413,86.247,83.941,74.531,93.72,122.5,147.78,185.79,200
