0.0,200.0,200.0,0.0,NaN,4.10035,0.23,0.23,59.89,62.37,58.25,49.25,26.25,18.899,2.7264,8.59,4.75,10.6855,NaN,99.77,23.688,14.914,22.3015,20.688,55.195,60.905,75.31,87.25,87.25,79.98,99.77
0.0,0.0,200.0,200.0,NaN,0.25,0.25,99.75,99.75,77.25,66.22,62.72,66.235,50.75,41.75,27.25,14.5805,6.25,NaN,0.25,0.25,5.75,15.25,30.75,34.75,49.75,56.25,69.84,91.25,99.75,99.750
