0,1000,1000,0,NaN,128,129,128,129,130,130,130,NaN,17,16,15,15,16,16,17,NaN,177,177,177,177,177,177,177,NaN,237,236,235,234,233,232,231,231,230,230,NaN,245,244,243,244,NaN,250,251,252,252,253,253,253,254,NaN,257,256,256,257,258,258
0,0,1000,1000,NaN,299,298,297,296,295,294,293,NaN,173,172,172,173,174,175,174,NaN,370,371,372,373,374,375,376,NaN,0,0,0,0,0,0,0,1,2,3,NaN,33,33,33,34,NaN,26,26,25,24,23,22,21,20,NaN,22,22,23,23,22,21
